DESC_PROVEEDOR,LLAVE_PRODUCTO,COD_PRODUCTO,DESCRIPCION_PRODUCTO,GRUPO,DIVISION,LINEA,SUBLINEA,CATEGORIA,SUBCATEGORIA,FAMILIA,FECHA_CREACION,FECHA_MODIFICACION,DW_HASH,ID_GRUPO,ID_DIVISION,ID_LINEA,ID_SUBLINEA,ID_CATEGORIA,ID_SUBCATEGORIA,ID_FAMILIA,ID_PROVEEDOR,PRODUCTO_CORBETA
Producciones Cosmovision Ltda.,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
Product De Alambres Colomb Proalco S.A.S,282,282,282,282,282,282,282,282,0,0,282,282,282,282,282,282,282,282,0,0,282,282
Productora Agroindustrial de Alimentos L,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Productora Tabacalera de Colombia S.A.S.,39,39,39,39,39,39,39,39,0,0,39,39,39,39,39,39,39,39,0,0,39,39
Productora de Alimentos Bugui S.A.,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
Productora de Moda S.A.,180,180,180,180,180,180,180,180,0,0,180,180,180,180,180,180,180,180,0,0,180,180
Productora de Software S.A.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Productora y Distribuidora El Hogar S.A.,328,328,328,328,328,328,328,328,0,0,328,328,328,328,328,328,328,328,0,0,328,328
Productores de Lubricantes S.A,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Productos 3 A Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Productos Alimencitios Camy Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Productos Alimenticios  Camy E.U.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Productos Alimenticios Bary S.A.,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
Productos Alimenticios Castipan S.A.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Productos Alimenticios Doria S.A.,65,65,65,65,65,65,65,65,0,0,65,65,65,65,65,65,65,65,0,0,65,65
Productos Alimenticios Konfyt SAS,64,64,64,64,64,64,64,64,0,0,64,64,64,64,64,64,64,64,0,0,64,64
Productos Alimenticios La Cajonera S.A,26,26,26,26,26,26,26,26,0,0,26,26,26,26,26,26,26,26,0,0,26,26
Productos Alimenticios Prolap Ltda,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Productos Colpan S.A.,23,23,23,23,23,23,23,23,0,0,23,23,23,23,23,23,23,23,0,0,23,23
Productos Confort S.A.,30,30,30,30,30,30,30,30,0,0,30,30,30,30,30,30,30,30,0,0,30,30
Productos El Cid S.A.,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Productos Ibericos Ltda.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Productos Industriales y Quirurgicos SAS,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
Productos Lacteos Andina S.A.,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,21,21,21,0,0,21,21
Productos Lacteos El Recreo S.A.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Productos Lacteos Pasco S.A.,30,30,30,30,30,30,30,30,0,0,30,30,30,30,30,30,30,30,0,0,30,30
Productos Lcteos del Valle Ltda Prolav,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Productos Mama-ia S.A.,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Productos Melody Colombia Ltda,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Productos Personales S.A. Propersa.,95,95,95,95,95,95,95,95,0,0,95,95,95,95,95,95,95,95,0,0,95,95
Productos Quimicos Panamericanos S.A.,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
Productos Roi Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Productos Yupi S.A.S.,201,201,201,201,201,201,201,201,0,0,187,201,201,201,201,201,201,201,0,0,201,201
Productos de Aluminio Munal Ltda,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,0,0,42,42
Productos de Belleza Estilo Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Productos de Caucho y Lona S.A,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Productos de Insumos Naturales s.a  PIN,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
Productos de Salud Amsa S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Produvinos Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Proline Industries HK Limited,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Promacom Pak Ltda.,57,57,57,57,57,57,57,57,0,0,57,57,57,57,57,57,57,57,0,0,57,57
Promerco UMP S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Promocionales Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Promociones Fantasticas S.A.S,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
Promolux S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Promotora de Comercio Social.,3956,3956,3956,3956,3956,3956,3956,3956,0,0,3956,3956,3956,3956,3956,3956,3956,3956,0,0,3956,3956
Promotora de Manuf. para Export.,33,33,33,33,33,33,33,33,0,0,33,33,33,33,33,33,33,33,0,0,33,33
Pronaca Colombia S.A.,66,66,66,66,66,66,66,66,0,0,66,66,66,66,66,66,66,66,0,0,66,66
Pronext Ltda,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Proquident S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Prospectiva de Moda S.A.,395,395,395,395,395,395,395,395,0,0,395,395,395,395,395,395,395,395,0,0,395,395
Prounix S.A.,30,30,30,30,30,30,30,30,0,0,30,30,30,30,30,30,30,30,0,0,30,30
Proveedor Desconocido,85425,85426,85426,85424,85424,85424,85424,85424,0,0,19824,19824,85426,85424,85424,85424,85424,85424,0,0,85426,85426
Proveedores y Distribuidores Nacionales,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Proveg Ltda.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Provianda Ltda.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Providencia Colombia S.A.S.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Proyectos Especiales Ingeniera Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Proyects & Systems LTDA,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Proyetec Colombia Ltda.,55,55,55,55,55,55,55,55,0,0,55,55,55,55,55,55,55,55,0,0,55,55
Psicologos Especialistas Asociados SAS.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Publicaps LTDA,23,23,23,23,23,23,23,23,0,0,23,23,23,23,23,23,23,23,0,0,23,23
Puerta Alzate Juan Pablo,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Puerta Montoya Hmos Y Cia Ltda,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,21,21,21,0,0,21,21
Pujiang Hongsheng Art y Crafts Co LTD,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Pulgar Florian Luis Jorge,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Pulgarin Henao Pedro Pablo,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Punto & Lnea Impresores y Cia. S. en C.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Punto Caliente S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Punto Clave S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Punto de Servicios S.A,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
Puntomerca S.A. Merchandising S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Puntos & Mercados Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
QBCO S.A.S,159,159,159,159,159,159,159,159,0,0,159,159,159,159,159,159,159,159,0,0,159,159
QINAYA SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
QING DAO ESTAR IMPORT&EXPORT CO.LTD,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
QINGDAO AUMIKY IMP & EXP CO LTD,89,89,89,89,89,89,89,89,0,0,89,89,89,89,89,89,89,89,0,0,89,89
QINGDAO CHOHO CHAIN TRANSMISSION CO. LT,80,80,80,80,80,80,80,80,0,0,80,80,80,80,80,80,80,80,0,0,80,80
QINGDAO DEJI WHEEL CART CO. LTD,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
QINGDAO FREEDE TRADING CO LTD,41,41,41,41,41,41,41,41,0,0,41,41,41,41,41,41,41,41,0,0,41,41
QINGDAO FULLRUN TIRE CORP. LTD,58,58,58,58,58,58,58,58,0,0,58,58,58,58,58,58,58,58,0,0,58,58
QINGDAO GREAT TEXTILE I/E CORP.LTD,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
QINGDAO LOVOL CONSTRUCTION MACHINERY CO.,25,25,25,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25,0,0,25,25
QINGDAO MAXON TRADE,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
QINGDAO MOREFRANK INDUSTRY CO LTD,53,53,53,53,53,53,53,53,0,0,53,53,53,53,53,53,53,53,0,0,53,53
QINGDAO NEXEN TIRE CORPORATION,390,390,390,390,390,390,390,390,0,0,390,390,390,390,390,390,390,390,0,0,390,390
"QINGDAO SINOWELL TEXTILE IMP&EXP CO., LT",46,46,46,46,46,46,46,46,0,0,46,46,46,46,46,46,46,46,0,0,46,46
QINGDAO STARRIVER INTERNATIONAL TRADING,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
QINGDAO UNIVERSAL JOINT TEXTILE LTD,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
QOOL ENGINE SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
QUALA,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,0,0,2,2
QUALA S.A.,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
QUALITY IMPORT COLOMBIA SA,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
QUALITY SERVICES CONSULTORES LTDA,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
QUANTA COMPUTER INC,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,0,0,24,24
QUATROTEC LATINOAMERICA SAS,46,46,46,46,46,46,46,46,0,0,46,46,46,46,46,46,46,46,0,0,46,46
QUBIT TECHNOLOGY SAS,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
QUESOS LA FLORIDA S.A.S.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
QUICK AND TASTY RAP Y SABROSOS DE COL SA,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
QUIDO AUTOS LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
QUIFATEX S.A. - DRISTAN,9,9,9,9,9,9,9,9,0,0,9,0,9,9,9,9,9,9,0,0,9,9
Qbex Electronics Corp.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Qianlong Industry & Trade Co.. Ltd.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Qingdao Doublestar Tire Industrial Co..L,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Quala S.A.,825,825,825,825,825,825,825,825,0,0,816,825,825,825,825,825,825,825,0,0,825,825
Quality Papers Ltda.,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
Quanzhou Baofeng Shoes Co. Ltd.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Quesos La Florida S.A.S.,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
Quiceno Margoth,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Quick Market CNS Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Quimica Bremen Ltda,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Quimicol a. m. l. S.A.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Quimicos Industriales Asociados SAS,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
R y R Lubricantes S.A.,64,64,64,64,64,64,64,64,0,0,64,64,64,64,64,64,64,64,0,0,64,64
R&D Group International Inc,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
R. POSADA S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RAFAEL CARDENAS OLARTE,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RAFAEL DAMIAN HERRERA PEA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RAFAEL DEL CASTILLO Y CIA S.A.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
RAMONERRE S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
RASCHELTEX INTERNATIONAL SA,384,384,384,384,384,384,384,384,0,0,384,384,384,384,384,384,384,384,0,0,384,384
RAUL BURITICA LOPEZ,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
RCR INGENIERIA LTDA.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RECAMIER SA,6,6,6,6,6,6,6,6,0,0,1,6,6,6,6,6,6,6,0,0,6,6
RECAMIERD,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
RECKITT BENCKISER,18,18,18,18,18,18,18,18,0,0,15,11,18,18,18,18,18,18,0,0,17,18
RECKITT BENCKISER COLOMBIA S.A.,660,660,660,660,660,660,660,660,0,0,567,660,660,660,660,660,660,660,0,0,660,660
RECRON,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
RECTIFICADORA DE MOTORES LABORDIESEL SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
RED GOLD,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
REDECAR S.A.S.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
REENCAFE S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
REFRIELECTRICOS S.A.S,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
REFRIMAYOR S.A.S.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
REGULO GONZALO REGUEROS GARCIA HERREROS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
REJIPLAS S.A.S,183,183,183,183,183,183,183,183,0,0,183,183,183,183,183,183,183,183,0,0,183,183
RELIANCE INDUSTRIES LIMITED,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
RELIANCE INTERNATIONAL  Z.L S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
"RELIANCE INTERNATIONAL Z.L, S.A",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RENQIU CITY XINGYUAN MOTORCYCLES,53,53,53,53,53,53,53,53,0,0,53,53,53,53,53,53,53,53,0,0,53,53
RENTING COLOMBIA S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
REPOSTERIA SAJOS S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
REPRESENTACIONES CG SAS,257,257,257,257,257,257,257,257,0,0,257,257,257,257,257,257,257,257,0,0,257,257
REPRESENTACIONES CONTINENTAL SAS,61,61,61,61,61,61,61,61,0,0,61,61,61,61,61,61,61,61,0,0,61,61
REPRESENTACIONES ESPECIALES LTDA,79,79,79,79,79,79,79,79,0,0,79,79,79,79,79,79,79,79,0,0,79,79
REPRESENTACIONES OPTICAS COL. S.A.S,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
REPRESENTACIONES OSCAR JARAMILLO SA,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
RESTCAFE S.A.S.,15,15,15,15,15,15,15,15,0,0,12,15,15,15,15,15,15,15,0,0,15,15
RETENES Y PARTES S.M. S.A.S.,44,44,44,44,44,44,44,44,0,0,44,44,44,44,44,44,44,44,0,0,44,44
REY EXPORT INTERNACIONAL SAC,101,101,101,101,101,101,101,101,0,0,101,101,101,101,101,101,101,101,0,0,101,101
RHINO3D  COLOMBIA SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RICARDO LEON CELIS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
RINCON DISTRIBUCIONES SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RINDER RIDUCO S.A.S.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
RINES Y ACCESORIOS DE COLOMBIA S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RIOPAILA CASTILLA S.A.,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
RISO SCOTTI SPA,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
RITA DEL ROSARIO GUERRERO DE CUARAN,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
RITA FOOD & DRINK CO LTD,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
RITCHI SAS,4982,4982,4982,4982,4982,4982,4982,4982,0,0,4982,4982,4982,4982,4982,4982,4982,4982,0,0,4982,4982
RITZ COLOMBIA S.A.,2,2,2,2,2,2,2,2,0,0,1,1,2,2,2,2,2,2,0,0,1,2
RIZHAO YOUNAI TIRES CO. LTD,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RLS SERVI ESPECI DE INGE MANTE YASEO SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RMP Services S.A.S.,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,0,0,24,24
ROBERTO FRANCO ERAZO NARVAEZ,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ROBINSON GALVIS CASTALLENOS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ROCIO JIMENEZ RIOS,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
ROCKET FORCE COLOMBIA S.A.S,955,955,955,955,955,955,955,955,0,0,955,955,955,955,955,955,955,955,0,0,955,955
RODAMAY E.U,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RODAMIENTOS INDUSTRIALES M&M LIMITADA,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
RODAMIENTOS Y REPUESTOS MUNDIALES S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RODARANGOS S.A.S.,28,28,28,28,28,28,28,28,0,0,28,28,28,28,28,28,28,28,0,0,28,28
RODARLLANTAS S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RODRIGO ALBERTO POSADA MORENO,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RODRIGO JOSE BOTERO ISAZA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ROMAGNOLA SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
RONDA S.A.S,89,89,89,89,89,89,89,89,0,0,89,89,89,89,89,89,89,89,0,0,89,89
ROSA ELENA VILLALOBOS GARZON,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ROSMI SAS,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
RPB S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
RTA DESIGN S.A.S,167,167,167,167,167,167,167,167,0,0,167,167,167,167,167,167,167,167,0,0,167,167
RTD SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
RUTECH S.A.S,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
RWP S.A.S.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Racomangueras y Acoples Limitada,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Radames S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Radiadores y Tecnologia Automotriz Ltda,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Radialllantas S.A.S.,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
Radio Manizales Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rali Ltda.,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
Ramirez Angel Constanza,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Ramirez Pino Jose Dario,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Ramirez Rivera Alfonso,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Ramirez Sabogal Jaime Humberto,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Ramo de Occidente S.A.,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
Ramos Lopez Ruber Rafael,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rapiscol S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rave Cubillos Mauricio,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Real Advertising Ltda.,28,28,28,28,28,28,28,28,0,0,28,28,28,28,28,28,28,28,0,0,28,28
Recamier SA,728,728,728,728,728,728,728,728,0,0,724,728,728,728,728,728,728,728,0,0,728,728
Rectificadora Samuel de J Gonzales S.A,43,43,43,43,43,43,43,43,0,0,43,43,43,43,43,43,43,43,0,0,43,43
Rectificadora de Motores Lider Ltda.,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Rectificadora de Motores Tecnirect Ltda,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
Recursos Clinicos y Odontologicos Ltda,57,57,57,57,57,57,57,57,0,0,57,57,57,57,57,57,57,57,0,0,57,57
Red Gold LLC,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Red Origen S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Red Textil S.A.,101,101,101,101,101,101,101,101,0,0,101,101,101,101,101,101,101,101,0,0,101,101
Redes y Servicios Ambientales Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Redex S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Reencauches Gigantes S.A,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
Reflectivos Colombianos Ltda,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Refrigerar & Accesorios Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Remaires Ltda,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Render Comunicaciones S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rentafrio S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Rep Grey Worldwide S.A.S,46,46,46,46,46,46,46,46,0,0,46,46,46,46,46,46,46,46,0,0,46,46
Representaciones An Kal SAS,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,0,0,24,24
Representaciones Cars Stell Ltda.,129,129,129,129,129,129,129,129,0,0,129,129,129,129,129,129,129,129,0,0,129,129
Representaciones Henao Ltda,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Representaciones Lufeparri Ltda.,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
Representaciones el Camino Ltda.,27,27,27,27,27,27,27,27,0,0,27,27,27,27,27,27,27,27,0,0,27,27
Representaco Ltda.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Repuestos Colombianos S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Restcafe S.A.S.,27,27,27,27,27,27,27,27,0,0,27,27,27,27,27,27,27,27,0,0,27,27
Restrepo Cuartas Jaime Alberto,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Reyes Gil Victor Javier,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
